ID: 2613, English: kneel
-- 船は荷降ろしのために波止場に停泊していました。
-- dock, pier, quay, jetty

ID: 5913, English: press for
-- I will press for a decision on this matter.
-- この問題についての決定を迫ります。
-- urge, push for, insist on, demand

ID: 5914, English: shear
-- The farmer shears the wool from the sheep.
-- 農夫は羊から羊毛を刈り取ります。
-- clip, shave, harvest

ID: 5915, English: incumbent
-- It is incumbent upon us to ensure the safety of our employees.
-- 私たちには従業員の安全を確保する責務があります。
-- obligatory, required, necessary, compulsory

ID: 5916, English: wistful
-- She had a wistful expression on her face as she looked out the window.
-- 彼女は窓の外を見つめながらもの悲しい表情を浮かべていた。
-- nostalgic, yearning, longing, pensive, melancholy

ID: 5917, English: disgraceful
-- His behavior was disgraceful and embarrassing.
-- 彼の振る舞いは恥ずかしくて恥ずかしかった。
-- shameful, shameless, disreputable, dishonorable, deplorable

ID: 5920, English: sprout
-- The first sprouts of the season are always so exciting to see.
-- 季節の最初の芽はいつも見るのがとても楽しみです。
-- shoot, bud, germinate, young plant

ID: 5921, English: fraudulent
-- The company was involved in fraudulent activities.
-- その会社は詐欺行為に関与していました。
-- deceptive, dishonest, unscrupulous, deceitful, false, misleading

ID: 5923, English: turnaround
-- The company experienced a significant turnaround after implementing new management strategies.
-- 新しい経営戦略を実施した後、会社は大きな方向転換を経験した。
-- reversal, change, transformation, shift, conversion

ID: 5924, English: contentious
-- The contentious issue of gun control sparked a heated debate.
-- 銃規制の論争好きな問題が激しい議論を引き起こした。
-- controversial, disputatious, argumentative, quarrelsome, combative

ID: 5925, English: sag
-- The old mattress began to sag in the middle.
-- 古いマットレスは真ん中がたるみ始めた。
-- droop, slump, sink, dip

ID: 5927, English: entreat
-- I entreat you to reconsider your decision.
-- あなたに決定を再考していただくよう懇願します。
-- beg, plead, implore, beseech

ID: 5928, English: gastric
-- The gastric juices in your stomach help to break down food.
-- 胃の中の胃液は食べ物を分解するのに役立ちます。
-- stomach, digestive, intestinal

ID: 5929, English: revoke
-- The government can revoke your passport if you commit a serious crime.
-- 政府は、重大な犯罪を犯した場合、あなたのパスポートを取り消すことができます。
-- cancel, withdraw, annul, nullify, rescind

ID: 5931, English: coax
-- She tried to coax her cat out from under the bed.
-- 彼女はベッドの下から彼女の猫を説き伏せようとした。
-- persuade, cajole, wheedle, influence

ID: 5932, English: illicit
-- The organization was involved in illicit activities.
-- その組織は違法な活動に関与していた。
-- illegal, unlawful, forbidden, prohibited, criminal

ID: 5934, English: briskly
-- She walked briskly to the bus stop.
-- 彼女は元気にバス停まで歩いた。
-- energetically, vigorously, lively, rapidly, quickly

ID: 5935, English: languish
-- Without proper care, the plants will languish and eventually die.
-- 適切な手入れをしないと、植物は弱り、最終的に死んでしまいます。
-- weaken, deteriorate, decline, fade, wither

ID: 5936, English: avenge
-- He sought to avenge his brother's death by seeking out the killer.
-- 彼は兄の死を仇を討つために、殺人犯を追い求めた。
-- retaliate, revenge, repay, retaliation, vengeance

ID: 5937, English: divisive
-- The issue of immigration has become highly divisive in the current political climate.
-- 移民問題は現在の政治状況で非常に対立を引き起こしている。
-- contentious, disputatious, argumentative, controversial, discordant

ID: 5938, English: diminutive
-- She had a diminutive figure, barely reaching five feet tall.
-- 彼女はとても小さな体型で、ほとんど５フィートに達していなかった。
-- tiny, miniature, small, petite

ID: 5939, English: beckon
-- She beckoned to her friend from across the room.
-- 彼女は部屋の向こうから友達に手招きした。
-- signal, gesture, invite, call

ID: 5940, English: elude
-- The suspect managed to elude the police by escaping through a back alley.
-- 容疑者は裏通りを通って逃げることで警察をかわした。
-- escape, evade, dodge, avoid, flee

ID: 5942, English: espouse
-- She espouses the idea of environmental sustainability.
-- 彼女は環境の持続可能性のアイデアを支持しています。
-- embrace, adopt, advocate for, champion

ID: 5943, English: imminent
-- The company is facing imminent bankruptcy if it doesn't secure new funding soon.
-- その会社はすぐに新たな資金を確保しなければ、破産の危機に直面している。
-- impending, approaching, forthcoming, inevitable, close

ID: 5944, English: quash
-- The government quashed the rebellion with force.
-- 政府は武力で反乱を鎮圧した。
-- suppress, crush, subdue, squash, annul

ID: 5946, English: toddler
-- The toddler is learning to walk.
-- 幼児は歩くことを学んでいます。
-- baby, infant, young child, little one

ID: 5947, English: peddle
-- He used to peddle vegetables in the neighborhood.
-- 彼は以前、近所で野菜を売り歩いていた。
-- sell, vend, hawk, retail

ID: 5948, English: relegate
-- He was relegated to a less important position in the company.
-- 彼は会社でより重要でないポジションに左遷された。
-- demote, downgrade, transfer, shift

ID: 5949, English: waterfall
-- The waterfall was a stunning sight.
-- 滝は見事な光景だった。
-- cascade, cataract, falls

ID: 5950, English: warden
-- The warden patrolled the premises to ensure security.
-- 監視員はセキュリティを確保するために敷地を巡回した。
-- guard, watchman, overseer, supervisor

ID: 5952, English: derail
-- The new policies threaten to derail the company's progress.
-- 新しい政策が会社の進展を乱すおそれがある。
-- disrupt, upset, hinder, obstruct, interfere with

ID: 5954, English: urine
-- The doctor asked for a urine sample for testing.
-- 医者は検査のために尿のサンプルを求めた。
-- pee, pee-pee, wee, piss

ID: 5955, English: watershed
-- The discovery of penicillin was a watershed moment in the history of medicine.
-- ペニシリンの発見は医学史上の分水領の瞬間でした。
-- turning point, milestone, critical point, critical juncture

ID: 5956, English: intermediary
-- The lawyer acted as an intermediary between the two parties in the negotiation.
-- 弁護士は交渉の仲介役を果たした。
-- mediator, arbitrator, go-between, middleman, facilitator

ID: 5957, English: ultraviolet
-- Wearing sunscreen is important to protect your skin from ultraviolet rays.
-- 日焼け止めを塗ることは、紫外線から肌を守るために重要です。
-- UV, UV light, UV radiation, UV rays

ID: 5958, English: wary
-- She was wary of strangers approaching her in the dark alley.
-- 彼女は暗い路地に近づく見知らぬ人に警戒していた。
-- cautious, distrustful, vigilant, suspicious, watchful

ID: 5960, English: vigorously
-- She vigorously defended her position in the debate.
-- 彼女は討論で自分の立場を精力的に守った。
-- energetically, forcefully, vivaciously, strongly

ID: 5961, English: tint
-- She added a tint of blue to the painting.
-- 彼女は絵に青の色合いを加えました。
-- shade, hue, coloration, tone

ID: 5962, English: nudge
-- She gave me a little nudge to get my attention.
-- 彼女は私にちょっとつついて注意を引いた。
-- poke, prod, jab, push

ID: 5963, English: quarrelsome
-- He is a quarrelsome person who loves to argue about everything.
-- 彼は何でも論争したがる議論好きな人だ。
-- argumentative, contentious, combative, belligerent, disputatious

ID: 5964, English: creepy
-- The old abandoned house had a creepy atmosphere.
-- その古い廃屋は不気味な雰囲気が漂っていた。
-- disturbing, eerie, spooky, unsettling, weird

ID: 5965, English: fragmentary
-- The evidence is only fragmentary and inconclusive.
-- その証拠は断片的で結論が出せない。
-- incomplete, partial, inconclusive, inadequate

ID: 5966, English: sorely
-- She was sorely disappointed by the results.
-- 彼女はその結果にひどくがっかりした。
-- extremely, very, deeply, greatly

ID: 5969, English: eschew
-- He always eschews violence and prefers to resolve conflicts peacefully.
-- 彼は常に暴力を避け、紛争を平和的に解決することを好む。
-- avoid, shun, abstain from, refrain from

ID: 5971, English: usher
-- The usher led us to our seats in the theater.
-- 案内係が劇場の席まで案内してくれました。
-- guide, attendant, escort, usherette

ID: 5972, English: scattered
-- The scattered leaves covered the ground.
-- 散らばった葉が地面を覆っていた。
-- dispersed, spread out, strewed, scattered around

ID: 5973, English: jumble
-- She jumbled up the papers on her desk in a rush.
-- 彼女は急いで机の上の書類を乱雑にした。
-- mix up, shuffle, disarrange, mess up

ID: 5974, English: dormant
-- The volcano has been dormant for many years.
-- その火山は何年も休止状態です。
-- inactive, asleep, latent, quiescent

ID: 5976, English: crackdown
-- The government announced a crackdown on illegal immigration.
-- 政府は不法移民に対する取り締まりを発表しました。
-- clampdown, suppression, enforcement, regulation

ID: 5977, English: malaise
-- She was overcome with a sense of malaise after hearing the bad news.
-- 彼女は悪い知らせを聞いて不快感に襲われた。
-- unease, discomfort, uneasiness, disquiet, distress

ID: 5978, English: bigotry
-- His bigotry prevented him from accepting the new ideas.
-- 彼の偏屈さが新しい考えを受け入れることを妨げた。
-- intolerance, narrow-mindedness, prejudice, bias, discrimination

ID: 5979, English: fanatic
-- The movie has a cult following of fanatics who watch it over and over again.
-- その映画には何度も何度も観る狂信者のカルトファンがいる。
-- zealot, extremist, enthusiast, devotee, diehard

ID: 5980, English: stash
-- She likes to stash away her favorite snacks in her room.
-- 彼女は好きなお菓子を部屋に隠しておくのが好きです。
-- hoard, conceal, store, hide

ID: 5981, English: reconnaissance
-- The soldiers conducted a reconnaissance of the area before launching the attack.
-- 兵士たちは攻撃を開始する前にその地域の偵察を行った。
-- survey, exploration, examination, scrutiny, investigation

ID: 5982, English: proclamation
-- The president made a proclamation about the new policy.
-- 大統領は新しい政策についての宣言を行った。
-- announcement, declaration, pronouncement, statement

ID: 5983, English: inhibitor
-- The drug acts as an inhibitor of the enzyme.
-- その薬は酵素の抑制剤として作用します。
-- restrainer, blocker, suppressor, controller

ID: 5985, English: rancor
-- The rancor between the two families had been festering for decades.
-- 二つの家族間の怨恨は何十年もたぎっていた。
-- resentment, bitterness, animosity, hatred

ID: 5988, English: rift
-- There was a rift between the two friends after the argument.
-- その口論の後、二人の友人の間には溝ができた。
-- split, crack, break, breach, division

ID: 5990, English: edifice
-- The old edifice had been standing for over a century.
-- その古い建築物は100年以上立っていた。
-- building, structure, construction, mansion, skyscraper

ID: 5991, English: rectitude
-- She is known for her rectitude and honesty.
-- 彼女は実直さと誠実さで知られています。
-- integrity, honesty, uprightness, morality, virtue

ID: 5992, English: puddle
-- The children jumped in the puddle after the rain.
-- 雨の後、子供たちは水たまりに飛び込んだ。
-- pool, pond, waterhole

ID: 5993, English: flurry
-- A flurry of snowflakes filled the air.
-- 雪片の突風が空を満たした。
-- gust, blast, squall, storm

ID: 5994, English: take A away from B
-- Take 5 away from 12.
-- 12から5を取り除く。
-- subtract, deduct, remove

ID: 5995, English: quartet
-- The quartet performed a beautiful piece of music.
-- 四人組は美しい曲を演奏しました。
-- four-piece, quadruplet, tetrad

ID: 5996, English: prelude
-- The dark clouds were a prelude to the coming storm.
-- 暗い雲は来る嵐の前触れだった。
-- harbinger, omen, precursor, forewarning

ID: 5997, English: penchant
-- She has a penchant for spicy food.
-- 彼女は辛い食べ物が大好きです。
-- liking, fondness, preference, inclination, affection

ID: 5998, English: skew
-- The picture on the wall is slightly skew.
-- 壁にかかる絵が少し斜めになっています。
-- slanted, tilted, angled

ID: 6001, English: ensemble
-- The ensemble cast worked together to create a powerful performance.
-- アンサンブルキャストは一緒に力強いパフォーマンスを作り上げました。
-- group, collection, combination, whole, totality

ID: 6003, English: rout
-- The enemy was in full rout, fleeing from the battlefield.
-- 敵は敗走し、戦場から逃げ出していた。
-- retreat, withdrawal, defeat, flight

ID: 6005, English: resurrection
-- The resurrection of Jesus is celebrated by Christians on Easter Sunday.
-- イエスの復活はキリスト教徒によって復活祭の日曜日に祝われています。
-- revival, rebirth, reawakening

ID: 6006, English: frost
-- The frost covered the grass in the early morning.
-- 朝早くに霜が草を覆いました。
-- hoarfrost, ice crystals, frozen dew

ID: 6007, English: locus
-- The locus of the earthquake was determined using GPS data.
-- 地震の座標はGPSデータを使用して決定されました。
-- location, position, coordinates, locale

ID: 6008, English: fatality
-- The accident resulted in one fatality.
-- その事故で1人の死者が出た。
-- casualty, victim, mortality

ID: 6009, English: pathology
-- The study of pathology involves examining the causes and effects of diseases.
-- 病理学の研究は疾病の原因と影響を調査することを含みます。
-- medical science, disease study, pathophysiology

ID: 6010, English: whirl
-- The leaves began to whirl in the wind.
-- 葉っぱが風で渦巻き始めた。
-- spin, twirl, rotate, whip, swirl

ID: 6011, English: evasion
-- He was skilled in the art of evasion, always managing to avoid difficult questions.
-- 彼は回避の技術に長けていて、いつも難しい質問を避けることができた。
-- avoidance, dodging, elusion, escape

ID: 6012, English: fallacy
-- It's a common fallacy to believe that all snakes are dangerous.
-- すべての蛇が危険であると信じるのは一般的な誤解です。
-- misconception, error, deception, delusion

ID: 6013, English: marrow
-- The bone marrow produces blood cells.
-- 骨髄は血液細胞を生産します。
-- bone marrow, medulla

ID: 6014, English: hiatus
-- The band is taking a hiatus from touring to work on their new album.
-- バンドは新しいアルバムの制作に取り組むためにツアーからの休止期間を取っています。
-- pause, break, intermission, suspension, interval

ID: 6015, English: convergence
-- The convergence of the two storylines at the end of the novel was very satisfying.
-- 小説の終わりに二つのストーリーラインが収束したのは非常に満足感があった。
-- confluence, merging, intersection, meeting, unity

ID: 6016, English: rebuff
-- She rebuffed his advances.
-- 彼女は彼のアプローチを拒絶した。
-- reject, repel, refuse, decline, snub

ID: 6017, English: coffer
-- The coffer contained all the valuable jewelry.
-- 金庫には貴重な宝石がすべて入っていた。
-- strongbox, safe, vault, treasure chest

ID: 6018, English: cohort
-- She joined a cohort of volunteers to help with the community project.
-- 彼女は地域プロジェクトのためにボランティアの仲間に加わった。
-- group, team, unit, band, company

ID: 6019, English: retaliation
-- The company threatened retaliation against the striking workers.
-- 会社はストライキ中の労働者に対する報復を脅した。
-- revenge, reprisal, retribution, vengeance, payback

ID: 6020, English: hyperbole
-- The salesman's hyperbole about the car's performance made me skeptical.
-- そのセールスマンの過大評価した車の性能には疑いを持った。
-- exaggeration, overstatement, embellishment, amplification

ID: 6021, English: bower
-- The lovers sat in the bower, enjoying the shade of the trees.
-- 恋人たちは木陰で座って、木々の陰を楽しんだ。
-- arbor, gazebo, pergola, shelter

ID: 6022, English: sanitation
-- Sanitation is important for public health.
-- 衛生は公衆衛生のために重要です。
-- cleanliness, hygiene, sterilization

ID: 6023, English: pilgrimage
-- They went on a pilgrimage to the holy city.
-- 彼らは聖なる都市への巡礼に出かけた。
-- pilgrimage, pilgrimage journey, religious journey, religious pilgrimage

ID: 6025, English: wince
-- He winced as the cold water touched his skin.
-- 彼は冷たい水が彼の肌に触れるとひるんだ。
-- flinch, cringe, shrink, recoil

ID: 6026, English: crate
-- The farmer loaded the crate of apples onto the truck.
-- 農夫はリンゴの箱をトラックに積み込んだ。
-- box, container, case, chest, bin

ID: 6027, English: neutron
-- The neutron has no electric charge.
-- 中性子は電気的な荷電を持っていません。
-- nucleon

ID: 6028, English: testimonial
-- The company received a glowing testimonial from a satisfied customer.
-- その会社は満足した顧客から輝かしい証明書を受け取った。
-- certificate, commendation, accreditation, endorsement

ID: 6030, English: gala
-- The gala was a celebration of the city's founding.
-- その祭りは市の建設を祝うものでした。
-- festival, celebration, festivity, event

ID: 6081, English: entrepreneurship
-- Entrepreneurship is essential for driving innovation and economic growth.
-- 起業家精神は革新と経済成長を促進するために不可欠です。
-- business acumen, enterprise, initiative, ingenuity, resourcefulness

ID: 6082, English: entourage
-- The president arrived with his entourage of advisors and security personnel.
-- 大統領は側近や警備員とともに到着しました。
-- retinue, coterie, posse, entourage

ID: 6083, English: heresy
-- The new theory was considered heresy by the scientific community.
-- 新しい理論は科学界によって異説と見なされた。
-- blasphemy, unorthodoxy, error, misbelief

ID: 6084, English: precursor
-- The discovery of unusual seismic activity was a precursor to the volcanic eruption.
-- 異常な地震活動の発見は、火山噴火の前触れとなった。
-- forerunner, harbinger, herald, omen, sign, indication

ID: 6085, English: maverick
-- He's a maverick who refuses to follow the rules.
-- 彼はルールに従わない異端者だ。
-- rebel, nonconformist, individualist, dissenter, heretic

ID: 6086, English: misgiving
-- I have a misgiving about the safety of this bridge.
-- 私はこの橋の安全性について心配しています。
-- apprehension, doubt, concern, worry, unease

ID: 6087, English: sit in
-- The protesters decided to sit in at the mayor's office.
-- 抗議者たちは市長のオフィスで座り込むことを決めた。
-- protest by sitting, occupy by sitting, demonstrate by sitting

ID: 6088, English: nausea
-- The smell of rotten eggs gave me nausea.
-- 腐った卵の匂いで吐き気がした。
-- sickness, queasiness, disgust, revulsion, unease

ID: 6089, English: overture
-- The overture set the tone for the entire performance.
-- 序曲は全体の演奏の雰囲気を決めた。
-- prelude, introductory music, opening music

ID: 6091, English: abdomen
-- The pain was located in her lower abdomen.
-- その痛みは彼女の下腹部にありました。
-- belly, stomach, tummy

ID: 6093, English: anemia
-- She was diagnosed with anemia and prescribed iron supplements.
-- 彼女は貧血症と診断され、鉄剤が処方されました。
-- anaemia, bloodlessness, pallor, weakness

ID: 6096, English: contrition
-- She showed deep contrition for her actions.
-- 彼女は自分の行動に対して深い後悔を示した。
-- remorse, regret, penitence, repentance

ID: 6097, English: specter
-- The old castle was said to be haunted by a specter.
-- その古城は妖怪に取り憑かれていると言われていた。
-- apparition, phantom, ghost, spirit, wraith

ID: 6098, English: ferocity
-- The ferocity of the lion's attack was terrifying.
-- ライオンの襲撃の凶暴さは恐ろしかった。
-- fierceness, violence, savagery, intensity, aggressiveness

ID: 6101, English: rigor
-- The school has a reputation for academic rigor.
-- その学校は学問の厳格さで評判がある。
-- strictness, severity, stringency

ID: 6102, English: tad
-- The tad was excited to go to the zoo.
-- そのちびっ子は動物園に行くのが楽しみでした。
-- child, kid, youngster, little one

ID: 6104, English: gall
-- Her words filled him with gall.
-- 彼女の言葉は彼を憎しみで満たした。
-- bitterness, resentment, spite, rancor

ID: 6105, English: caveat
-- The report comes with a caveat: the data may not be completely accurate.
-- その報告書には警告が付いています：データは完全に正確でない可能性があります。
-- warning, caution, admonition, advice, caveat emptor

ID: 6106, English: fang
-- The vampire bared his fangs as he prepared to attack.
-- 吸血鬼は攻撃の準備をして牙をむき出しにした。
-- tooth, tusk, fangs, canine

ID: 6108, English: mason
-- The mason carefully laid each stone in place.
-- 石工は丁寧にそれぞれの石を置いた。
-- stonemason, bricklayer, builder, construction worker

ID: 6109, English: sheen
-- The sheen of the polished marble floor caught the sunlight.
-- 磨かれた大理石の床の光沢が太陽光を捉えた。
-- shine, lustre, gloss, glow

ID: 6110, English: succumb
-- She refused to succumb to despair.
-- 彼女は絶望に屈することを拒んだ。
-- yield, submit, give in, capitulate, surrender

ID: 6111, English: archipelago
-- The Philippines is an archipelago consisting of over 7,000 islands.
-- フィリピンは7000以上の島から成る群島です。
-- group of islands, chain of islands, island group

ID: 6112, English: trudge
-- After a long day at work, she trudged home in the rain.
-- 仕事の後、彼女は雨の中をのろのろと家に帰った。
-- plod, shuffle, stumble, march

ID: 6113, English: incompetence
-- His incompetence in managing the project led to its failure.
-- 彼の無能なプロジェクト管理はその失敗につながった。
-- inability, incapability, ineptitude, inadequacy

ID: 6114, English: asteroid
-- The asteroid belt lies between the orbits of Mars and Jupiter.
-- 小惑星帯は、火星と木星の軌道の間に位置しています。
-- minor planet, planetoid, celestial body

ID: 6116, English: porcelain
-- The museum has a beautiful collection of porcelain from the Ming dynasty.
-- その博物館には明朝時代の美しい磁器のコレクションがあります。
-- china, ceramics, earthenware, pottery

ID: 6117, English: torso
-- The forensic team found the victim's torso in the river.
-- 法医学チームは被害者の胴体を川で見つけた。
-- trunk, body, chest, midsection

ID: 6118, English: repercussion
-- The decision had serious repercussions for the company.
-- その決定は会社にとって深刻な反響をもたらした。
-- consequence, effect, outcome, result, impact

ID: 6119, English: slouch
-- She tends to slouch when she's tired.
-- 彼女は疲れているときに前かがみになりがちです。
-- stoop, hunch, bend, lean

ID: 6120, English: milieu
-- She grew up in a creative milieu surrounded by artists and musicians.
-- 彼女は芸術家や音楽家に囲まれた創造的な環境で育った。
-- environment, surroundings, ambiance, setting, context

ID: 6121, English: communique
-- The official communique from the government outlined the new policies.
-- 政府からの公式発表には新しい政策がまとめられていた。
-- announcement, statement, notice, communication

ID: 6123, English: homage
-- The film pays homage to classic Hollywood musicals.
-- その映画は古典的なハリウッドミュージカルに敬意を表しています。
-- tribute, respect, acknowledgment, honor

ID: 6124, English: hump
-- The camel had a large hump on its back.
-- そのラクダは背中に大きなこぶがあった。
-- bump, bulge, knob, protuberance

ID: 6125, English: efficacy
-- The efficacy of this new medicine is still being tested.
-- この新薬の効果はまだ試験中です。
-- effectiveness, potency, productivity, efficiency

ID: 6126, English: ballpark
-- I don't need an exact number, just a ballpark figure will do.
-- 正確な数字は必要ない、おおよその数字でいいです。
-- estimate, approximation, rough calculation

ID: 6127, English: plaza
-- The concert was held in the plaza.
-- コンサートは広場で行われました。
-- square, piazza, public space

ID: 6128, English: clout
-- She has a lot of clout in the industry.
-- 彼女は業界で影響力がある。
-- influence, power, sway, authority, impact

ID: 6131, English: hoax
-- The news of the alien invasion turned out to be a hoax.
-- 宇宙人の侵略のニュースは悪ふざけだったことがわかった。
-- fraud, deception, trick, scam, sham

ID: 6132, English: rapprochement
-- The two countries are working towards a rapprochement after years of hostility.
-- これら2つの国は数年にわたる敵意の後、和解に向けて取り組んでいます。
-- reconciliation, conciliation, harmony, peace

ID: 6133, English: vindicate
-- The evidence will vindicate her innocence.
-- その証拠は彼女の無実を証明するだろう。
-- justify, clear, absolve, exonerate

ID: 6134, English: anesthesia
-- The patient was given anesthesia before the surgery.
-- 手術前に患者に麻酔が与えられました。
-- anesthetic, numbness, insensibility, unconsciousness

ID: 6135, English: mourning
-- She is still in mourning for her husband.
-- 彼女は今も夫の喪中にあります。
-- bereavement, grieving, lamenting, weeping

ID: 6136, English: barracks
-- The soldiers live in the barracks on the military base.
-- 兵士たちは軍の基地の兵舎に住んでいます。
-- barrack, quarters, billet, camp, base

ID: 6137, English: wield
-- He can wield a sword with great skill.
-- 彼は剣をとても上手に扱うことができる。
-- handle, use, manipulate, employ

ID: 6140, English: fragmentation
-- The fragmentation of the political party led to internal conflict.
-- 政党の断片化が内部紛争を引き起こした。
-- disintegration, breakup, division, separation

ID: 6141, English: enigma
-- The mystery of the ancient artifact remains an enigma to this day.
-- 古代の遺物の謎は今日まで不可解のままだ。
-- puzzle, mystery, riddle, conundrum

ID: 6142, English: sabotage
-- The spy attempted to sabotage the enemy's communication system.
-- スパイは敵の通信システムを妨害しようとした。
-- obstruct, undermine, sabotage, disrupt, hinder

ID: 6143, English: excavation
-- The excavation of the ancient ruins revealed many interesting artifacts.
-- 古代遺跡の発掘によって多くの興味深い遺物が明らかになった。
-- digging, unearthing, exhumation, dig

ID: 6146, English: trip up
-- She tried to trip up her opponent by asking tricky questions.
-- 彼女は相手に難しい質問をしてつまづかせようとした。
-- stumble, trap, entangle, confound

ID: 6147, English: gazette
-- The government gazette contains official announcements and notices.
-- 官報には公式な発表や通知が含まれています。
-- newspaper, journal, periodical, publication

ID: 6148, English: casket
-- The casket was filled with precious jewels.
-- 小箱には貴重な宝石が詰まっていた。
-- box, chest, container

ID: 6150, English: mirage
-- The oasis turned out to be a mirage.
-- オアシスは蜃気楼だった。
-- illusion, apparition, phantom, hallucination

ID: 6151, English: put in
-- Please put in the new light bulbs in the kitchen.
-- キッチンに新しい電球を取り付けてください。
-- install, attach, fix in, place in

ID: 6155, English: pantry
-- I need to organize the pantry, it's a mess!
-- 食料品室を整理しなければならない、めちゃくちゃだよ！
-- larder, store room, storage room, food cupboard

ID: 6156, English: psycho
-- The psycho was committed to a mental hospital.
-- その精神病患者は精神病院に入院させられた。
-- mentally ill person, psychotic person, madman, lunatic, insane person

ID: 6157, English: benefactor
-- The generous benefactor donated a large sum of money to the charity.
-- その寛大な恩人は、慈善団体に多額の寄付をしました。
-- patron, sponsor, philanthropist

ID: 6158, English: optics
-- The study of optics is essential for understanding how light behaves.
-- 光学の研究は光がどのように振る舞うかを理解するために不可欠です。
-- optical science, optical physics

ID: 6159, English: assortment
-- The store offers a wide assortment of chocolates and candies.
-- その店では、様々な種類のチョコレートやキャンディが詰め合わせで販売されています。
-- variety, selection, collection, mixture, range

ID: 6160, English: garland
-- The bride wore a garland of flowers around her neck.
-- 花嫁は首に花の飾りをつけていました。
-- wreath, crown, chaplet

ID: 6161, English: grid
-- The city streets are laid out in a grid pattern.
-- 都市の通りは格子状に配置されています。
-- grating, grille, mesh, screen, lattice

ID: 6162, English: sabbath
-- I observe the sabbath every Saturday.
-- 私は毎週土曜日に安息日を守ります。
-- rest day, day of rest, day of worship

ID: 6163, English: even out
-- The new medication helped to even out my mood swings.
-- 新しい薬が私の気分の波を平らにするのに役立ちました。
-- balance, stabilize, equalize, smooth out, level off

ID: 6164, English: oracle
-- The oracle at Delphi was famous in ancient Greece.
-- デルフォイの神託は古代ギリシャで有名でした。
-- prophet, seer, diviner, augur

ID: 6166, English: corpus
-- The corpus of ancient manuscripts provides valuable insights into the history of the region.
-- 古代の文献資料の集成はその地域の歴史について貴重な示唆を提供しています。
-- collection, compilation, body, repository, archive

ID: 6168, English: plagiarism
-- The student was caught committing plagiarism in his essay.
-- その学生はエッセイで盗用を犯したことが発覚した。
-- copying, stealing, piracy, infringement, appropriation

ID: 6169, English: quagmire
-- The company found itself in a financial quagmire after the economic downturn.
-- その企業は経済の低迷後に財政上の泥沼に陥った。
-- predicament, dilemma, mess, plight

ID: 6170, English: coercion
-- The use of coercion is not acceptable in a democratic society.
-- 強制の使用は民主主義社会では許容されません。
-- force, compulsion, intimidation, pressure, duress

ID: 6172, English: smirk
-- She gave him a sly smirk as she walked past.
-- 彼女は彼の横を通り過ぎる際に、ひそやかな笑みを浮かべた。
-- smile, grin, beam, simper

ID: 6173, English: carcass
-- The vultures feasted on the carcass of the dead animal.
-- ハゲワシは死んだ動物の死骸でごちそうになった。
-- corpse, remains, body, cadaver

ID: 6174, English: deterioration
-- The deterioration of the old building was evident.
-- 古い建物の劣化が明らかだった。
-- decline, degradation, decay, worsening, degeneration

ID: 6175, English: ark
-- Noah built an ark to save the animals from the flood.
-- ノアは洪水から動物たちを救うために箱舟を建造しました。
-- vessel, ship, boat, craft

ID: 6176, English: ovation
-- The crowd gave the singer a standing ovation at the end of the concert.
-- コンサートの最後に、観客は歌手に立ち上がって熱烈な歓迎をしました。
-- applause, acclaim, cheering, adulation, accolade

ID: 6177, English: ailment
-- The doctor diagnosed her with a minor ailment.
-- 医師は彼女に軽い病気と診断しました。
-- illness, sickness, malady, disorder

ID: 6179, English: jihad
-- The group claimed that they were waging a jihad against the government.
-- そのグループは政府に対して聖戦を行っていると主張した。
-- holy war, crusade, struggle

ID: 6180, English: laureate
-- The poet was named the poet laureate of the state.
-- その詩人はその州の詩人受賞者に選ばれました。
-- recipient, awardee, winner, champion

ID: 6181, English: stud
-- The ranch has a new stud for breeding purposes.
-- 牧場には繁殖用の新しい種馬がいます。
-- breeding horse, sire, mating horse, progenitor

ID: 6182, English: annuity
-- He receives a monthly annuity from his former employer.
-- 彼は以前の雇用主から毎月の年金を受け取っています。
-- pension, retirement fund, superannuation

ID: 6184, English: horde
-- The horde of nomads traveled across the plains.
-- 遊牧民族の群れが平原を横断しました。
-- mob, swarm, throng, mass, herd

ID: 6185, English: bravado
-- His bravado couldn't hide the fear in his eyes.
-- 彼の虚勢は彼の目の恐怖を隠せなかった。
-- swagger, bluster, boastfulness, braggadocio

ID: 6186, English: orphanage
-- The orphanage provides a safe and caring environment for children without parents.
-- その孤児院は親を持たない子供たちに安全で思いやりのある環境を提供しています。
-- children's home, orphan's home, children's shelter, orphan's shelter

ID: 6187, English: surcharge
-- There is a surcharge for using the express delivery service.
-- 速達配送サービスを利用する際には追加料金がかかります。
-- additional charge, extra fee, premium, overcharge, extra cost

ID: 6189, English: impunity
-- The soldiers acted with impunity, knowing that they would not be held accountable for their actions.
-- 兵士たちは免責を知っていたので、彼らの行動に責任を取られることはないと思って行動した。
-- immunity, exemption, freedom from punishment

ID: 6192, English: patrician
-- The family was considered to be patrician in the community.
-- その家族はその地域で貴族と見なされていた。
-- aristocratic, noble, high-born

ID: 6194, English: cove
